From*, To*, Rate, 
1, 15, 0.0738322131937022, 
1, 21, 0.0115322366264164, 
1, 39, 0.000524784481731012, 
15, 1, 0.0703696028592212, 
15, 21, 0.0174085459646463, 
15, 39, 0.00893583410788925, 
21, 1, 0.0536242731710077, 
21, 15, 0.200647275130435, 
21, 39, 0.27172408807248, 
39, 1, 0.00117449999974912, 
39, 15, 0.00286233079490903, 
39, 21, 0.0664828787353032, 
