From*, To*, Rate, 
1, 15, 0.0482292911883784, 
1, 21, 0.0317620976028057, 
1, 39, 0.000435133403036242, 
15, 1, 0.0258691655409244, 
15, 21, 0.10029503242071, 
15, 39, 0.00735935684334677, 
21, 1, 0.062573173488846, 
21, 15, 0.149679252068499, 
21, 39, 0.101702131090246, 
39, 1, 0.000804926606196053, 
39, 15, 0.00150644157249042, 
39, 21, 0.0477466290601206, 
