From*, To*, Rate, 
1, 15, 0.136173305738937, 
1, 21, 3.63440996671247e-06, 
15, 1, 0.0162067262198787, 
15, 21, 0.000959308611410332, 
21, 1, 0.000146511559762065, 
21, 15, 0.0656371787734052, 
