From*, To*, Rate, 
1, 15, 0.0166395137080195, 
1, 21, 3.70263439893326e-05, 
15, 1, 0.00442395313348463, 
15, 21, 0.00163496565336151, 
15, 39, 0.00396197534568576, 
21, 1, 0.000205033477939334, 
21, 15, 0.024984402411618, 
21, 39, 0.088468034354021, 
39, 1, 2.54692109571963e-05, 
39, 15, 0.000401596692001238, 
39, 21, 0.00656452176221024, 
