From*, To*, Rate, 
1, 15, 0.192804423190765, 
1, 21, 0.00192088626368573, 
1, 39, 0.000369191872553877, 
15, 1, 0.00816635196617759, 
15, 21, 0.00367955581942243, 
15, 39, 0.00717966963550062, 
21, 1, 0.021024166662599, 
21, 15, 0.133476514260332, 
21, 39, 0.273779830037731, 
39, 1, 0.000317308056085419, 
39, 15, 0.012292025926509, 
39, 21, 0.0204675900331099, 
