From*, To*, Rate, 
1, 15, 0.00794379245176539, 
1, 21, 0.00275685025360991, 
15, 1, 0.0161119966565843, 
15, 21, 0.0372978735227589, 
21, 1, 0.00560328863996103, 
21, 15, 0.0191522988057709, 
21, 39, 0.11114402416576, 
39, 1, 0.000133206533750044, 
39, 21, 0.00423777023010848, 
