From*, To*, Rate, 
1, 15, 0.0120954856093191, 
1, 21, 7.55534786070223e-05, 
1, 39, 8.06753213042636e-05, 
15, 1, 0.0747262209654757, 
15, 21, 0.00744354400066831, 
15, 39, 0.0140457884536024, 
21, 1, 0.0547863443007065, 
21, 15, 0.0418486330860695, 
21, 39, 0.549615502324474, 
39, 1, 0.000221111729368519, 
39, 15, 0.00105929562638217, 
39, 21, 0.00912819251074746, 
