From*, To*, Rate, 
1, 15, 0.0354350090889569, 
1, 21, 0.0127047506651366, 
1, 39, 0.00179816420015788, 
15, 1, 0.0727074460715413, 
15, 21, 0.126683336026452, 
15, 39, 0.0323450631522516, 
21, 1, 0.0235697530849969, 
21, 15, 0.0651889897107681, 
21, 39, 0.420740052423572, 
39, 1, 0.00085538372836043, 
39, 15, 0.000446061028963238, 
39, 21, 0.0160325592389024, 
