From*, To*, Rate, 
1, 15, 0.0118957633910163, 
1, 21, 0.17128255283308, 
1, 39, 0.00145636494363019, 
15, 1, 0.0663412518101932, 
15, 21, 0.398853745155474, 
15, 39, 0.00451096851085459, 
21, 1, 0.00482295143207406, 
21, 15, 0.0136598536721293, 
21, 39, 0.308090615569325, 
39, 1, 0.000145142533238458, 
39, 15, 1.39009750143875e-05, 
39, 21, 0.0503075468066271, 
