From*, To*, Rate, 
1, 15, 0.0406255367716835, 
1, 21, 0.000675895122319685, 
15, 1, 0.00502099541224058, 
15, 21, 0.000380684839365254, 
15, 39, 0.00114141487633257, 
21, 1, 0.00348351977589477, 
21, 15, 0.0414475696340359, 
21, 39, 0.0789881257831818, 
39, 15, 0.000548960367864781, 
39, 21, 0.0108910144378346, 
