From*, To*, Rate, 
1, 15, 0.00767381809791268, 
1, 21, 0.000767595170695919, 
15, 1, 0.00332889014326923, 
15, 21, 0.00135352580080467, 
15, 39, 0.00207019650961116, 
21, 1, 0.00648512115223966, 
21, 15, 0.0280147042882869, 
21, 39, 0.11869336887528, 
39, 15, 2.29534298726297e-05, 
39, 21, 0.00503311850332439, 
