From*, To*, Rate, 
1, 15, 0.133633108033324, 
1, 21, 0.0476983193482245, 
1, 39, 0.00024180825299634, 
15, 1, 0.0314368432876171, 
15, 21, 0.033527821211505, 
15, 39, 0.000556441567814861, 
21, 1, 0.0609860793680944, 
21, 15, 0.429443358543927, 
21, 39, 0.00617363379077318, 
39, 1, 0.0026161073447917, 
39, 15, 0.0244170018847225, 
39, 21, 0.346254465667107, 
