From*, To*, Rate, 
1, 15, 0.184833235474396, 
1, 21, 0.00254006599577532, 
1, 39, 0.000675092836214798, 
15, 1, 0.022826152483558, 
15, 21, 0.00160468802102432, 
15, 39, 0.00577733237359254, 
21, 1, 0.0141565161873246, 
21, 15, 0.161436444246827, 
21, 39, 0.301597854326192, 
39, 1, 0.000263449178883958, 
39, 15, 0.00657377789399251, 
39, 21, 0.0415299450623267, 
