From*, To*, Rate, 
1, 15, 0.0236591159145468, 
1, 21, 0.000448447540610101, 
1, 39, 0.000120340085333452, 
15, 1, 0.182397753917809, 
15, 21, 0.003267778269873, 
15, 39, 0.00472078916113725, 
21, 1, 0.045728893877042, 
21, 15, 0.102406783888265, 
21, 39, 0.61308143159995, 
39, 1, 0.00432744320230797, 
39, 15, 0.00709766252499754, 
39, 21, 0.00255712552863653, 
