From*, To*, Rate, 
1, 15, 0.0013916287050271, 
1, 21, 0.00050634565172619, 
1, 39, 2.11329570837308e-07, 
15, 1, 0.218438940864596, 
15, 21, 0.0146162336121799, 
21, 1, 0.594857872884063, 
21, 15, 0.0229160012775471, 
21, 39, 0.00039923347173427, 
