From*, To*, Rate, 
1, 15, 0.192679706979228, 
1, 21, 0.000117574734664098, 
1, 39, 0.000362609094281757, 
15, 1, 0.00720989764670386, 
15, 21, 0.00032606381679462, 
15, 39, 0.00239322864954274, 
21, 1, 0.00169271710570639, 
21, 15, 0.0856401165532574, 
21, 39, 0.770089436097824, 
39, 1, 3.69119465515014e-05, 
39, 15, 0.00339326251512731, 
39, 21, 0.00717146390143456, 
