From*, To*, Rate, 
1, 15, 0.0358900557213539, 
1, 21, 0.0430908663758284, 
1, 39, 0.00258020814944004, 
15, 1, 0.146673845186058, 
15, 21, 0.0300915454244024, 
15, 39, 0.0027234873217075, 
21, 1, 0.0927533890226366, 
21, 15, 0.272400304934922, 
21, 39, 0.205776430998192, 
39, 1, 0.000819405531994389, 
39, 15, 0.000546992709674537, 
39, 21, 0.0214883619365734, 
