From*, To*, Rate, 
1, 15, 0.00881380300430233, 
1, 21, 0.000511083934089343, 
15, 1, 0.0135334167076284, 
15, 21, 0.0104277923673894, 
15, 39, 4.16470541180214e-05, 
21, 1, 0.0130154960549307, 
21, 15, 0.0358453596608267, 
21, 39, 0.0512508351300185, 
39, 21, 0.00863516004251969, 
