From*, To*, Rate, 
1, 15, 0.00600242789004216, 
1, 21, 0.00982921637542558, 
15, 1, 0.029577929157853, 
15, 21, 0.0220744058184849, 
21, 1, 0.00453303518399983, 
21, 15, 0.0213824031879234, 
21, 39, 0.0536462563243262, 
39, 1, 8.72213336350347e-05, 
39, 21, 0.00645767393264766, 
