From*, To*, Rate, 
1, 15, 0.0414121694805331, 
1, 21, 0.00285555689346822, 
1, 39, 0.000155840103170308, 
15, 1, 0.0645278366682067, 
15, 21, 0.0406361079374359, 
15, 39, 0.00487236119222143, 
21, 1, 0.0565296800909606, 
21, 15, 0.140259288687155, 
21, 39, 0.206483568970671, 
39, 1, 0.000757246938034924, 
39, 15, 0.000509574918186132, 
39, 21, 0.0347452371712735, 
