From*, To*, Rate, 
1, 15, 0.00543524822900764, 
1, 21, 0.067567886634902, 
1, 39, 0.000350791743711552, 
15, 1, 0.00509782489588294, 
15, 21, 0.375897908423851, 
15, 39, 0.00268847031483566, 
21, 1, 0.0083350034886275, 
21, 15, 0.0221805272765489, 
21, 39, 0.0425537760748384, 
39, 1, 0.000395272330227875, 
39, 15, 0.00031019129053757, 
39, 21, 0.199279292692957, 
