From*, To*, Rate, 
1, 15, 0.0374134358780744, 
1, 21, 0.00286141868914626, 
1, 39, 0.00024681619227798, 
15, 1, 0.0162258034297794, 
15, 21, 0.0050278653247405, 
15, 39, 0.0114812899665775, 
21, 1, 0.0242600615345525, 
21, 15, 0.10223378669959, 
21, 39, 0.433438143448624, 
39, 1, 0.000250063072908382, 
39, 15, 0.0013091865075883, 
39, 21, 0.0183593466714544, 
