From*, To*, Rate, 
1, 15, 0.00519173794756739, 
1, 21, 0.00013387171795445, 
15, 1, 0.0400634143357892, 
15, 21, 0.00117518425816985, 
15, 39, 0.000647147732443454, 
21, 1, 0.0111777811520767, 
21, 15, 0.0363513735816104, 
21, 39, 0.202323982785113, 
39, 1, 0.000746878864761436, 
39, 15, 0.00149455330241864, 
39, 21, 0.000839529671108196, 
