From*, To*, Rate, 
1, 15, 0.0181315872673674, 
1, 21, 0.0644538035920006, 
1, 39, 0.000777782977601246, 
15, 1, 0.16651247309728, 
15, 21, 0.102980335779637, 
15, 39, 0.00148683836153518, 
21, 1, 0.0862787505329201, 
21, 15, 0.149758956145309, 
21, 39, 0.158077407467824, 
39, 1, 0.000352659607180068, 
39, 15, 0.000371798153155831, 
39, 21, 0.0217240359467826, 
