From*, To*, Rate, 
1, 15, 0.00292042172237481, 
1, 21, 0.0431045015583141, 
15, 1, 0.0181730799573608, 
15, 21, 0.119574916311729, 
21, 1, 0.00107772364669858, 
21, 15, 0.00415197976526044, 
21, 39, 0.0740103853123599, 
39, 1, 8.59409015257877e-06, 
39, 21, 0.0120829453887879, 
