From*, To*, Rate, 
1, 15, 0.00111062265917131, 
1, 21, 0.00980396599341226, 
15, 1, 0.000210115363044938, 
15, 21, 0.0814187071390819, 
21, 1, 0.00731376105200879, 
21, 15, 0.0164894059854218, 
21, 39, 0.0719337408037725, 
39, 1, 4.96996254851223e-05, 
39, 21, 0.0041180950158381, 
