From*, To*, Rate, 
1, 15, 0.00294919781468946, 
1, 21, 0.0161356329677046, 
15, 1, 0.0382098953046369, 
15, 21, 0.0273943128299326, 
21, 1, 0.0184653279336476, 
21, 15, 0.0417959272248591, 
21, 39, 0.0390166868831295, 
39, 21, 0.00535948315726447, 
